"ch" "sex" "mch1990" "mch1991" "mch1992" "mch1993" "mch1994" "mch1995" "mch1996" "mch1997" "mch1998" "mch1999" "mch2000" "mch2001" "mch2002" "mch2003" "mch2004" "mch2005" "mch2006" "mch2007" "mch2008" "mch2009" "mch2010" "mch2011" "mch2012" "mch2013" "mch2014" "expm1990" "expm1991" "expm1992" "expm1993" "expm1994" "expm1995" "expm1996" "expm1997" "expm1998" "expm1999" "expm2000" "expm2001" "expm2002" "expm2003" "expm2004" "expm2005" "expm2006" "expm2007" "expm2008" "expm2009" "expm2010" "expm2011" "expm2012" "expm2013" "expm2014" "age1990" "age1991" "age1992" "age1993" "age1994" "age1995" "age1996" "age1997" "age1998" "age1999" "age2000" "age2001" "age2002" "age2003" "age2004" "age2005" "age2006" "age2007" "age2008" "age2009" "age2010" "age2011" "age2012" "age2013" "age2014"
"552" "0000000000000000000000000000000000000000100000001000000000000000000000001000000000001000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.832917705735661 0 -0.334164588528678 0 0 0 0 0 1.16209476309227 0 0 1.91022443890274 0 0 0
"553" "0000000000000000000000000000000000001010101010001000100010100000000000000000000000000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 -0.832917705735661 -0.58354114713217 -0.334164588528678 -0.084788029925187 0.164588528678304 0 0 0 0 0 0 0 0 0 0
"554" "0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010001000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.58354114713217 -0.334164588528678 -0.084788029925187
"555" "0000000000000000000000000000000000001010101000000000000000000002000000000000000000000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 -0.832917705735661 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"556" "0000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000000" "F" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"557" "0000000000000000000000000000000000001002101200000000000200000000000000000000000000000000000000000000" "F" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 -0.832917705735661 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"558" "0000000000000000000000000000000000001002000200000000000000000000000000000000000000000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"559" "0000000000000000000000000000000000001002100200021002000000021010001010000000000000000000000000000000" "F" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 -0.832917705735661 0 -0.334164588528678 0 0 0.413965087281796 0.663341645885287 0.912718204488778 0 0 0 0 0 0 0
"560" "0000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"561" "0000000000000000000000000000000000001010100000001000000000001010000010001000000000001000000000000000" "F" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 -0.832917705735661 0 -0.334164588528678 0 0 0.413965087281796 0 0.912718204488778 1.16209476309227 0 0 1.91022443890274 0 0 0
"562" "0000000000000000000000000000000000001012100200000000000000000000000000000000000000000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 -0.832917705735661 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"563" "0000000000000000000000000000000000001010100010000000000010001010101010100000000000001000101000000000" "F" 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 -1 -1 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 -0.832917705735661 -0.58354114713217 0 0 0.164588528678304 0.413965087281796 0.663341645885287 0.912718204488778 0 0 0 1.91022443890274 2.15960099750623 0 0
"564" "0000000000000000000000000000000000001012101010000000000000000000000000000000000000000000000000000000" "F" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 -0.832917705735661 -0.58354114713217 0 0 0 0 0 0 0 0 0 0 0 0 0
"565" "0000000000000000000000000000000000001000100000001000000000000000000000000000000000000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 -0.832917705735661 0 -0.334164588528678 0 0 0 0 0 0 0 0 0 0 0 0
"566" "0000000000000000000000000000000000000000000000001010101000000000000000000000000000000000000000000000" "F" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.334164588528678 -0.084788029925187 0 0 0 0 0 0 0 0 0 0 0
"567" "0000000000000000000000000000000000001012001200020002100210000000000000000000000000000000000000000001" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 -0.832917705735661 0 0 -0.084788029925187 0.164588528678304 0 0 0 0 0 0 0 0 0 0
"568" "0000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.58354114713217 0 0 0 0 0 0 0 0 0 0 0 0 0
"569" "0000000000000000000000000000000000000000000000000000000000000000000000000000000000001010000100000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.832917705735661 0 0 0
"570" "0000000000000000000000000000000000000000000010021010100000021002000000000000000000000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.58354114713217 -0.334164588528678 -0.084788029925187 0 0.413965087281796 0 0 0 0 0 0 0 0 0
"571" "0000000000000000000000000000000000001002100200021010100210101000000000000000000000000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 -0.832917705735661 0 -0.334164588528678 -0.084788029925187 0.164588528678304 0.413965087281796 0 0 0 0 0 0 0 0 0
"572" "0000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.832917705735661 0 0 0
"573" "0000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.663341645885287 0 1.16209476309227 0 0 0 0 0 0
"574" "0000000000000000000000000000000000001012000000000000000000000000000000000000000000000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"575" "0000000000000000000000000000000000001000101000001000100010000000000000000000000000000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 -0.832917705735661 0 -0.334164588528678 -0.084788029925187 0.164588528678304 0 0 0 0 0 0 0 0 0 0
"576" "0000000000000000000000000000000000001002000000000000000000000000000000000000000000000000000000000000" "F" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"577" "0000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 0 0 -0.334164588528678 0
"578" "0000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 0 0 0 0
"579" "0000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000" "F" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 0 0 -0.334164588528678 0
"580" "0000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000200000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.832917705735661 0 0 0
"581" "1000001010001000000010001000000000000000000000000000000000000000000000000000000000000000000000000000" "F" 0 -1 -1 -1 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.832917705735661 -0.58354114713217 -0.334164588528678 -0.084788029925187 0 0.413965087281796 0.663341645885287 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"582" "1000100010001000100000000011000000000000000000000000000000000000000000000000000000000000000000000000" "M" -1 -1 -1 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.334164588528678 -0.084788029925187 0.164588528678304 0.413965087281796 0.663341645885287 0 1.16209476309227 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"583" "1000100010001000100000000011000000000000000000000000000000000000000000000000000000000000000000000000" "F" -1 -1 -1 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.334164588528678 -0.084788029925187 0.164588528678304 0.413965087281796 0.663341645885287 0 1.16209476309227 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"584" "0000101210000010000000000002000000000002000000000000000000000000000000000000000000000000000000000000" "F" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.58354114713217 -0.334164588528678 -0.084788029925187 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"585" "0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101000001010" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 0 -0.58354114713217
"586" "0000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 0 0 0 0 0 0 0 0
"587" "0000000000000000000000000000000000000000000000000000000000000000100000021000000000121002101210001000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 0 -0.58354114713217 0 -0.084788029925187 0.164588528678304 0.413965087281796 0.663341645885287 0.912718204488778
"588" "0000000000000000000000000000000000000000000000000000000000000000000000000000100010001010100010000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.832917705735661 -0.58354114713217 -0.334164588528678 -0.084788029925187 0.164588528678304 0
"589" "0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000" "F" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.832917705735661 -0.58354114713217
"590" "0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101000000000" "F" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 0 0
"591" "0000000000000000000000000000000000000000000000000000000000000000101010100000000000000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 -0.832917705735661 0 0 0 0 0 0 0
"592" "0000000000000000000000000000000000000000000000000000000000000000100000001000100000000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 0 -0.58354114713217 -0.334164588528678 0 0 0 0 0
"593" "0000000000000000000000000000000000000000000000000000000000000000100000001000100000000000000000000000" "F" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 0 -0.58354114713217 -0.334164588528678 0 0 0 0 0
"594" "0000000000000000000000000000000000000000000000000000000000000000000000000000000010001000101000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.084788029925187 0.164588528678304 0.413965087281796 0 0
"595" "0000000000100000000010001000000000001000100010001000000010000000100000001000100010001000000000000000" "F" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 0 0 -0.334164588528678 -0.084788029925187 0 0 0.663341645885287 0.912718204488778 1.16209476309227 1.41147132169576 0 1.91022443890274 0 2.40897755610973 0 2.90773067331671 3.1571072319202 3.40648379052369 3.65586034912718 0 0 0
"596" "0000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 0 -0.58354114713217 0 0 0 0 0 0
"597" "0000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.334164588528678 0 0 0 0 0
"598" "0000000000000000000000000000000000000000000000000000000000000000000000000000000000000012000200001000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.334164588528678 0 0 0.413965087281796
"599" "0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 0 0
"600" "0000000000000000000000000000000000000000000000000000000000000000000000001000100000001000100010001000" "F" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.58354114713217 -0.334164588528678 0 0.164588528678304 0.413965087281796 0.663341645885287 0.912718204488778
"601" "0000000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.832917705735661 -0.58354114713217 0 0
"602" "0000000000100000000000100000000000100000000010000010000010000010000010101000101010101000101010101010" "F" 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 1 0 0 0 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 -1.33167082294264 0 0 -0.58354114713217 0 0 0.164588528678304 0 0 0.912718204488778 1.16209476309227 0 1.66084788029925 1.91022443890274 0 2.40897755610973 2.65835411471322 2.90773067331671 3.1571072319202 3.40648379052369 3.65586034912718 3.90523690773067 4.15461346633416
"603" "0000000000000000000000000000000000000000000000000000000000000000000000001000000000000002000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.58354114713217 0 0 0 0 0 0
"604" "0000000000001010100000000000000010000010100000000000100010001000000000000000000000001000000010001000" "F" 0 0 0 0 0 0 0 0 -1 -1 -1 0 0 -1 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 -0.832917705735661 0 0 0 0.164588528678304 0.413965087281796 0.663341645885287 0 0 1.41147132169576 1.66084788029925 1.91022443890274 0 0 0 0 0 3.40648379052369 0 3.90523690773067 4.15461346633416
"605" "0000000000000000000000000000000000000000000000000000000000000000000000000000000010001000100000000000" "F" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.58354114713217 -0.334164588528678 -0.084788029925187 0 0
"606" "0000000000000000000000000000000000000000000000000000000000000000000010001000100000020002101010121000" "F" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.832917705735661 -0.58354114713217 -0.334164588528678 0 0 0.413965087281796 0.663341645885287 0.912718204488778
"607" "0000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 0 0 0 0
"608" "0000000000000000000000000000000000000000000000000000000000000000000000001000101000020002101210001000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.58354114713217 -0.334164588528678 0 0 0.413965087281796 0.663341645885287 0.912718204488778
"609" "0000000000000000000000000000000000000000000000000000000000000000001000101000101010100000101010101010" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 -0.832917705735661 -0.58354114713217 -0.334164588528678 -0.084788029925187 0 0.413965087281796 0.663341645885287 0.912718204488778
"610" "0000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 0 0 -0.334164588528678 0 0 0 0 0
"611" "0000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.33167082294264 0 0 0 0 0 0 0
"612" "0000000000000000000000000000000000000000000000000000000000000000000000000000100010100000101010000000" "F" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.832917705735661 -0.58354114713217 0 -0.084788029925187 0.164588528678304 0
"613" "0000000000000000000000000000101000000010001010000010000000000010000000000000001000000000000000000000" "M" 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1.08229426433915 0 -0.58354114713217 -0.334164588528678 -0.084788029925187 0.164588528678304 0 0 0.912718204488778 0 0 0 1.91022443890274 0 0 0 0 0
